"source,""target"",""similarity"",""setnence_num_target"",""target_sent"",""source_sent""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.126203277056165,58,""The air bites shrewdly";" it is very cold."",""So please you, something touching the Lord Hamlet.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.391654620269571,535,""To what base uses we may return, Horatio!Why may not imagination trace the noble dust ofAlexander till he find it stopping a bunghole?"",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.34818087197821,536,""Imperious Caesar, dead and turned to clay, Might stop a hole to keep the wind away."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.329673341994531,537,""O, that that earth which kept the world in awe Should patch a wall t' expel the winter's flaw!"",""We must be patient,but I cannot choose but weep to think they wouldlay him i' th' cold ground.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.268761056304362,538,""But soft, but soft awhile!"",""He took me by the wrist and held me hard.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.452966860168228,539,""Here comes the King, The Queen, the courtiers."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.323635816233968,540,""Who is this they follow?"",""What means this, my lord?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.405588127880146,541,""And with such maimèd rites?"",""And hath given countenance to his speech, my lord, With almost all the holy vows of heaven.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.288547932376938,542,""This doth betoken The corse they follow did with desp'rate hand Fordo its own life."",""You must wearyour rue with a difference.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.328835485188651,543,""Couch we awhile and mark."",""God be at your table.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.336852703500052,544,""No, faith, not a jot"; but to follow him thither,with modesty enough and likelihood to lead it, asthus: Alexander died, Alexander was buried, Alexanderreturneth to dust; the dust is earth; of earthwe make loam;" and why of that loam whereto hewas converted might they not stop a beer barrel?"",""And hath given countenance to his speech, my lord, With almost all the holy vows of heaven."""
"#Ophelia_Ham,""#Hamlet_Ham"",0.464787915166193,545,""That is Laertes, a very noble youth."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.480427566513523,546,""What is he whose grief Bears such an emphasis, whose phrase of sorrow Conjures the wand'ring stars and makes them stand Like wonder-wounded hearers?"",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.552246425040279,547,""This is I, Hamlet the Dane."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.428581971608967,548,""I prithee take thy fingers from my throat, For though I am not splenitive and rash, Yet have I in me something dangerous, Which let thy wisdom fear."",""My lord, I do not know, But truly I do fear it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.464229978605762,549,""Why, I will fight with him upon this theme Until my eyelids will no longer wag!"",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.335821368178268,550,""Forty thousand brothers Could not with all their quantity of love Make up my sum."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.383517321610639,551,""What wilt thou do for her?"",""Quoth she ""Before you tumbled me, You promised me to wed."" He answers: ""So would I 'a done, by yonder sun, An thou hadst not come to my bed.""""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.435614450089125,552,""'Swounds, show me what thou 't do."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.322328264399648,553,""Woo't weep, woo't fight, woo't fast, woo't tear thyself, Woo't drink up eisel, eat a crocodile?"",""O, my lord, my lord, I have been so affrighted!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.347673125307771,554,""Dost thou come here to whine?"",""Indeed, without an oath, I'll make an end on 't: By Gis and by Saint Charity, Alack and fie for shame, Young men will do 't, if they come to 't";" By Cock, they are to blame.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.454490459476842,555,""To outface me with leaping in her grave?"",""He is dead and gone, lady, He is dead and gone";" At his head a grass-green turf, At his heels a stone.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.380593339316208,556,""Be buried quick with her, and so will I."",""Madam, I wish it may.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.335061279869986,557,""And if thou prate of mountains, let them throw Millions of acres on us, till our ground, Singeing his pate against the burning zone, Make Ossa like a wart."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.440882927783802,558,""Nay, an thou 'lt mouth, I'll rant as well as thou."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.376319078128452,559,""Hear you, sir, What is the reason that you use me thus?"",""You are keen, my lord, you are keen.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.273769653728429,560,""But it is no matter."",""Lord, we know what we are butknow not what we may be.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.342141670313374,561,""Let Hercules himself do what he may, The cat will mew, and dog will have his day."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.363535772693074,562,""So much for this, sir."",""Madam, I wish it may.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.387136164175557,563,""Now shall you see the other."",""How should I your true love know From another one?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.37071446296348,564,""You do remember all the circumstance?"",""'Tis in my memory locked, And you yourself shall keep the key of it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.309596471749829,565,""Sir, in my heart there was a kind of fighting That would not let me sleep."",""No, my good lord, but as you did command I did repel his letters and denied His access to me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.360425359700763,566,""Methought I lay Worse than the mutines in the bilboes."",""They bore him barefaced on the bier, Hey non nonny, nonny, hey nonny, And in his grave rained many a tear.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.423908201909754,567,""Rashly- And praised be rashness for it: let us know, Our indiscretion sometime serves us well When our deep plots do pall";" and that should learn us There's a divinity that shapes our ends, Rough-hew them how we will-"",""O, what a noble mind is here o'erthrown!""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.537150085635708,568,""Up from my cabin, My sea-gown scarfed about me, in the dark Groped I to find out them"; had my desire, Fingered their packet, and in fine withdrew To mine own room again, making so bold (My fears forgetting manners) to unfold Their grand commission;" where I found, Horatio, A royal knavery-an exact command, Larded with many several sorts of reasons Importing Denmark's health and England's too, With-ho!-such bugs and goblins in my life, That on the supervise, no leisure bated, No, not to stay the grinding of the ax, My head should be struck off."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;
"#Ophelia_Ham,""#Hamlet_Ham"",0.338307345967279,569,""Read it at more leisure."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.373540865392052,570,""But wilt thou hear now how I did proceed?"",""No, my good lord, but as you did command I did repel his letters and denied His access to me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.345277061763756,571,""Being thus benetted round with villainies, Or I could make a prologue to my brains, They had begun the play."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.417565483504776,572,""I sat me down, Devised a new commission, wrote it fair- I once did hold it, as our statists do, A baseness to write fair, and labored much How to forget that learning";" but, sir, now It did me yeoman's service."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.421090860283642,573,""Wilt thou know Th' effect of what I wrote?"",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.511682433899586,574,""An earnest conjuration from the King, As England was his faithful tributary, As love between them like the palm might flourish, As peace should still her wheaten garland wear And stand a comma 'tween their amities, And many suchlike asesas of great charge, That, on the view and knowing of these contents, Without debatement further, more or less, He should those bearers put to sudden death, Not shriving time allowed."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.354208396557621,575,""Why, even in that was heaven ordinant."",""And hath given countenance to his speech, my lord, With almost all the holy vows of heaven.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.338038427180388,576,""I had my father's signet in my purse, Which was the model of that Danish seal";" Folded the writ up in the form of th' other, Subscribed it, gave 't th' impression, placed it safely, The changeling never known."",""Their perfume lost, Take these again, for to the noble mind Rich gifts wax poor when givers prove unkind.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.361394178007047,577,""Now, the next day Was our sea-fight";" and what to this was sequent Thou knowest already."",""And hath given countenance to his speech, my lord, With almost all the holy vows of heaven.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.262379762347078,578,""Why, man, they did make love to this employment."",""My honored lord, you know right well you did, And with them words of so sweet breath composed As made the things more rich.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.36469203828389,579,""They are not near my conscience."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.345847162369442,580,""Their defeat Does by their own insinuation grow."",""Indeed, without an oath, I'll make an end on 't: By Gis and by Saint Charity, Alack and fie for shame, Young men will do 't, if they come to 't";" By Cock, they are to blame.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.306651991511739,581,""'Tis dangerous when the baser nature comes Between the pass and fell incensèd points Of mighty opposites."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.439196176285032,582,""Does it not, think thee, stand me now upon- He that hath killed my king and whored my mother, Popped in between th' election and my hopes, Thrown out his angle for my proper life, And with such cozenage-is 't not perfect conscience To quit him with this arm?"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.39327972023558,583,""And is 't not to be damned To let this canker of our nature come In further evil?"",""Lord, we know what we are butknow not what we may be.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.482635121722069,584,""The interim's mine, And a man's life's no more than to say ""one."" But I am very sorry, good Horatio, That to Laertes I forgot myself, For by the image of my cause I see The portraiture of his."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.499307723082702,585,""But, sure, the bravery of his grief did put me Into a tow'ring passion."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.482692913549437,586,""I humbly thank you, sir."",""Fare you well, my dove.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.402914326930763,587,""Thy state is the more gracious,for 'tis a vice to know him."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.390474836792765,588,""He hath muchland, and fertile."",""He hath, my lord, of late made many tenders Of his affection to me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.449204748727526,589,""Let a beast be lord of beasts and hiscrib shall stand at the king's mess."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.311435110342387,590,""'Tis a chough,but, as I say, spacious in the possession of dirt."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.410639255356064,591,""I will receive it, sir, with all diligence ofspirit."",""I pray you now receive them.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.442073414491947,592,""Put your bonnet to his right use: 'tis for thehead."",""Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.359338648267109,593,""No, believe me, 'tis very cold";" the wind isnortherly."",""White his shroud as the mountain snow-""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.373039971115099,594,""But yet methinks it is very sultry and hot formy complexion."",""Could beauty, my lord, have better commercethan with honesty?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.443880596453064,595,""Sir, his definement suffers no perdition inyou, though I know to divide him inventoriallywould dozy th' arithmetic of memory, and yet butyaw neither, in respect of his quick sail."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.541197845175009,596,""But, in theverity of extolment, I take him to be a soul of greatarticle, and his infusion of such dearth and rarenessas, to make true diction of him, his semblable is hismirror, and who else would trace him, his umbrage,nothing more."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.318172542550347,597,""Why do we wrap thegentleman in our more rawer breath?"",""My honored lord, you know right well you did, And with them words of so sweet breath composed As made the things more rich.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.317848209985444,598,""What imports the nomination ofthis gentleman?"",""By his cockle hat and staff And his sandal shoon.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.422975393446908,599,""I would you did, sir."",""Madam, I wish it may.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.407956230198316,600,""Yet, in faith, if you did, itwould not much approve me."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.38802843404836,601,""I dare not confess that, lest I should comparewith him in excellence."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.356225586615484,602,""But to know a man wellwere to know himself."",""Lord, we know what we are butknow not what we may be.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.352243672958975,603,""That's two of his weapons."",""By his cockle hat and staff And his sandal shoon.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.336813735084826,604,""What call you the ""carriages""?"",""You must sing ""A-down a-down""-and you""Call him a-down-a.""-O, how the wheel becomesit!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.270373679622704,605,""The phrase would be more germane to thematter if we could carry a cannon by our sides."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.29554768527606,606,""Iwould it might be ""hangers"" till then."",""There's fennel for you, and columbines.There's rue for you, and here's some for me";" wemay call it herb of grace o' Sundays.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.31501316171663,607,""SixBarbary horses against six French swords, theirassigns, and three liberal-conceited carriages-that's the French bet against the Danish."",""Where is the beauteous Majesty of Denmark?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.273590332853575,608,""Why is thisall ""impawned,"" as you call it?"",""It is the false steward that stole his master'sdaughter.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.214091182029421,609,""How if I answer no?"",""He never will come again.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.467030379973908,610,""Sir, I will walk here in the hall."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.407550676843071,611,""If it please hisMajesty, it is the breathing time of day with me."",""Tomorrow is Saint Valentine's day, All in the morning betime, And I a maid at your window, To be your Valentine.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.412743523503936,612,""Letthe foils be brought, the gentleman willing, and theKing hold his purpose, I will win for him, an I can.If not, I will gain nothing but my shame and the oddhits."",""Indeed, without an oath, I'll make an end on 't: By Gis and by Saint Charity, Alack and fie for shame, Young men will do 't, if they come to 't";" By Cock, they are to blame.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.382837191628378,613,""To this effect, sir, after what flourish yournature will."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.348359952491727,614,""He does well to commendit himself."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.321446635047796,615,""There are no tongues else for 'sturn."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.377317146376755,616,""He did comply, sir, with his dug before hesucked it."",""No, my good lord, but as you did command I did repel his letters and denied His access to me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.351517617132161,617,""Thus has he (and many more of the samebreed that I know the drossy age dotes on) only gotthe tune of the time, and, out of an habit ofencounter, a kind of yeasty collection, which carriesthem through and through the most fannedand winnowed opinions";" and do but blow them totheir trial, the bubbles are out."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;
"#Ophelia_Ham,""#Hamlet_Ham"",0.35105630674319,618,""I am constant to my purposes."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.303623416634368,619,""If his fitness speaks, mine isready now or whensoever, provided I be so able asnow."",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.326811035924257,620,""I do not think so."",""I do not know, my lord, what I should think.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.391197394918269,621,""Since he went into France, Ihave been in continual practice."",""You must wearyour rue with a difference.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.42831291628858,622,""I shall win at theodds";" but thou wouldst not think how ill all's hereabout my heart."",""My lord, he hath importuned me with love In honorable fashion-""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.273769653728429,623,""But it is no matter."",""Lord, we know what we are butknow not what we may be.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.308664575463556,624,""It is but foolery, but it is such a kind ofgaingiving as would perhaps trouble a woman."",""Could beauty, my lord, have better commercethan with honesty?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.358181443523653,625,""There is aspecial providence in the fall of a sparrow."",""For bonny sweet Robin is all my joy.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.3346658856865,626,""If it benow, 'tis not to come"; if it be not to come, it will benow;" if it be not now, yet it will come."",""He never will come again.""";;
"#Ophelia_Ham,""#Hamlet_Ham"",0.387108112422375,627,""Since no man of aught he leavesknows, what is 't to leave betimes?"",""He is gone, he is gone, And we cast away moan.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.40597375346144,628,""Give me your pardon, sir."",""Fare you well, my dove.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.410992906987834,629,""I have done you wrong";" But pardon 't as you are a gentleman."",""Good night, ladies, good night, sweetladies, good night, good night.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.379291554009802,630,""This presence knows, And you must needs have heard, how I am punished With a sore distraction."",""O, my lord, my lord, I have been so affrighted!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.425738675917342,631,""What I have done That might your nature, honor, and exception Roughly awake, I here proclaim was madness."",""Good my lord, How does your Honor for this many a day?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.547950995201646,632,""Was 't Hamlet wronged Laertes?"",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.455783087045439,633,""If Hamlet from himself be ta'en away, And when he's not himself does wrong Laertes, Then Hamlet does it not";" Hamlet denies it."",""So please you, something touching the Lord Hamlet.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.514645984325546,634,""If 't be so, Hamlet is of the faction that is wronged";" His madness is poor Hamlet's enemy."",""So please you, something touching the Lord Hamlet.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.414560429193651,635,""Sir, in this audience Let my disclaiming from a purposed evil Free me so far in your most generous thoughts That I have shot my arrow o'er the house And hurt my brother."",""I shall the effect of this good lesson keep As watchman to my heart.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.357649795318938,636,""I embrace it freely And will this brothers' wager frankly play.- Give us the foils."",""I shall the effect of this good lesson keep As watchman to my heart.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.357132238750235,637,""I'll be your foil, Laertes";" in mine ignorance Your skill shall, like a star i' th' darkest night, Stick fiery off indeed."",""O, what a noble mind is here o'erthrown!""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.382731799141397,638,""Your Grace has laid the odds o' th' weaker side."",""O, my lord, my lord, I have been so affrighted!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.186423656323598,639,""These foils have all a length?"",""Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.252880584237761,640,""I'll play this bout first."",""God be at your table.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.408463029189968,641,""I dare not drink yet, madam-by and by."",""Madam, I wish it may.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.302634717041707,642,""Come, for the third, Laertes."",""You must wearyour rue with a difference.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.481072226934486,643,""I pray you pass with your best violence."",""And of all Christians' souls, I pray God.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.38245754757668,644,""I am afeard you make a wanton of me."",""You are naught, you are naught.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.437075706435147,645,""Let the door be locked."",""'Tis in my memory locked, And you yourself shall keep the key of it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.388597618137954,646,""Then, venom, to thy work."",""And of all Christians' souls, I pray God.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.39640986909997,647,""Here, thou incestuous, murd'rous, damnèd Dane, Drink off this potion."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.464732051316696,648,""Heaven make thee free of it."",""And of all Christians' souls, I pray God.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.452808024916899,649,""I follow thee.- I am dead, Horatio.-Wretched queen, adieu.- You that look pale and tremble at this chance, That are but mutes or audience to this act, Had I but time (as this fell sergeant, Death, Is strict in his arrest), O, I could tell you- But let it be.-Horatio, I am dead."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.401592003391719,650,""Thou livest";" report me and my cause aright To the unsatisfied."",""I shall obey, my lord.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.349555805186239,651,""As thou 'rt a man, Give me the cup."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.432183825064151,652,""By heaven, I'll ha 't."",""And of all Christians' souls, I pray God.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.525587025595519,653,""O God, Horatio, what a wounded name, Things standing thus unknown, shall I leave behind me!"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.475711730057912,654,""If thou didst ever hold me in thy heart, Absent thee from felicity awhile And in this harsh world draw thy breath in pain To tell my story."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.237714529844866,655,""What warlike noise is this?"",""I think nothing, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.36928559759168,656,""The potent poison quite o'ercrows my spirit."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.245525054283456,657,""I cannot live to hear the news from England."",""My lord, I do not know, But truly I do fear it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.371054615593776,658,""But I do prophesy th' election lights On Fortinbras";" he has my dying voice."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.344779287170609,659,""So tell him, with th' occurrents, more and less, Which have solicited-the rest is silence."",""O, help him, you sweet heavens!""";;;;
